decay_0,dec_up_0,dec_dn_0,decay_1,dec_up_1,dec_dn_1,decay_2,dec_up_2,dec_dn_2,decay_3,dec_up_3,dec_dn_3,decay_4,dec_up_4,dec_dn_4,decay_5,dec_up_5,dec_dn_5,decay_6,dec_up_6,dec_dn_6,decay_7,dec_up_7,dec_dn_7,decay_8,dec_up_8,dec_dn_8,decay_9,dec_up_9,dec_dn_9,decay_10,dec_up_10,dec_dn_10,decay_11,dec_up_11,dec_dn_11,decay_12,dec_up_12,dec_dn_12,decay_13,dec_up_13,dec_dn_13,decay_14,dec_up_14,dec_dn_14,decay_15,dec_up_15,dec_dn_15,decay_16,dec_up_16,dec_dn_16,decay_17,dec_up_17,dec_dn_17,decay_18,dec_up_18,dec_dn_18,decay_19,dec_up_19,dec_dn_19,decay_20,dec_up_20,dec_dn_20,decay_21,dec_up_21,dec_dn_21,decay_22,dec_up_22,dec_dn_22,decay_23,dec_up_23,dec_dn_23,decay_24,dec_up_24,dec_dn_24,decay_25,dec_up_25,dec_dn_25,decay_26,dec_up_26,dec_dn_26,decay_27,dec_up_27,dec_dn_27,dec_tot,dec_tot_up,dec_tot_dn,J_tot,S_tot,L_tot,SU_tot,ModEx,HO_n
0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,1.1,0.7,0.3,0.3,0.2,3.7,4.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.7,4.7,0.0,0.0,0.0,14.2,24.0,13.0,0.0,0.0,0.0,25.9,25.3,14.1,0.5,1.5,2,3.3333333333333335,lam,2
0.9,0.9,0.6,1.0,1.0,0.7,0.2,0.2,0.2,1.5,1.5,1.1,0.5,0.5,0.3,5.3,5.4,3.8,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,9.6,6.4,0.0,0.0,0.0,18.5,25.4,14.8,0.0,0.0,0.0,36.9,27.8,16.6,1.5,1.5,2,3.3333333333333335,lam,2
2.0,2.0,1.4,2.3,2.3,1.6,0.5,0.5,0.3,1.3,1.3,0.9,0.8,0.9,0.6,4.6,4.7,3.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,15.8,10.5,0.0,0.0,0.0,21.8,25.9,15.9,0.0,0.0,0.0,48.3,30.9,19.5,2.5,1.5,2,3.3333333333333335,lam,2
2.7,2.7,1.9,3.2,3.1,2.2,0.7,0.7,0.5,0.6,0.7,0.4,1.3,1.3,0.9,2.5,2.9,1.8,0.2,0.2,0.1,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,27.9,18.6,0.0,0.0,0.0,12.0,17.1,9.5,0.0,0.0,0.0,49.1,33.2,21.2,3.5,1.5,2,3.3333333333333335,lam,2
0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.7,1.1,0.6,0.0,0.0,0.0,1.6,1.2,0.7,0.5,0.5,0,3.3333333333333335,rpl,2
0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,0.0,0.0,0.0,1.1,1.2,0.8,0.0,0.0,0.0,2.7,1.6,1.0,1.5,1.5,0,3.3333333333333335,rpl,2
0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.4,0.4,0.3,1.0,1.0,0.7,4.5,4.9,3.2,0.0,0.0,0.0,11.1,11.7,7.9,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.4,1.6,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,12.8,8.7,0.5,0.5,0,3.3333333333333335,rpr,2
0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.3,0.3,0.2,0.9,0.9,0.6,0.3,0.3,0.2,0.0,0.0,0.0,0.7,0.8,0.5,16.9,17.7,12.0,0.0,0.0,0.0,0.1,0.1,0.1,0.4,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,17.8,12.0,1.5,1.5,0,3.3333333333333335,rpr,2
0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.1,1.5,36.8,37.2,26.0,5.6,5.5,3.9,117.0,117.0,82.3,0.0,0.0,0.0,44.7,46.8,31.9,26.5,33.7,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,10.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,136.2,94.5,1.5,0.5,2,3.3333333333333335,mix,2
0.0,0.0,0.0,0.0,0.0,0.0,23.8,23.8,16.9,4.5,4.8,3.2,51.4,51.5,36.5,22.6,24.0,16.2,0.0,0.0,0.0,9.5,10.4,6.8,5.5,6.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.1,63.1,44.2,2.5,0.5,2,3.3333333333333335,mix,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,0.0,0.0,0.0,1.7,1.7,1.2,0.0,0.0,0.0,0.4,0.4,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.9,1.2,0.5,0.5,1,3.3333333333333335,mix,2
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,0.2,0.2,0.2,0.9,1.0,0.7,0.9,0.9,0.6,0.0,0.0,0.0,0.4,0.4,0.3,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.5,1.0,1.5,0.5,1,3.3333333333333335,mix,2
0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.4,1.0,8.0,7.8,5.6,5.1,5.2,3.7,13.1,13.1,9.3,0.0,0.0,0.0,15.1,14.9,10.5,13.7,15.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,27.5,18.7,0.5,0.5,0,3.3333333333333335,mix,2
14.2,14.3,10.0,14.3,14.5,10.1,9.7,9.8,6.8,6.1,6.0,4.3,21.4,21.7,15.1,10.4,10.4,7.4,0.8,0.9,0.6,4.3,4.6,3.1,10.4,10.3,7.3,60.3,66.2,43.7,0.0,0.0,0.0,151.6,162.2,108.8,0.1,0.1,0.1,0.6,0.6,0.5,0.7,0.7,0.5,1.6,2.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.5,2.5,18.9,21.1,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,180.1,120.7,1.5,0.5,2,3.3333333333333335,rho,2
22.6,22.7,16.0,25.5,25.7,18.0,22.3,22.6,15.8,5.1,5.4,3.6,49.9,50.6,35.3,23.6,24.8,16.7,2.0,2.1,1.4,7.0,8.4,5.1,2.9,3.9,2.2,11.4,13.7,8.4,0.0,0.0,0.0,30.6,36.8,22.4,1.0,1.1,0.8,1.8,1.8,1.2,0.1,0.2,0.1,3.8,5.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,0.7,3.5,4.3,2.6,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,81.1,54.8,2.5,0.5,2,3.3333333333333335,rho,2
21.2,22.1,15.0,18.3,19.5,13.0,1.5,1.9,1.1,11.5,11.2,8.1,3.3,4.3,2.5,24.7,24.3,17.4,0.4,0.6,0.3,9.5,9.7,6.7,16.5,16.0,11.6,3.7,4.1,2.6,0.0,0.0,0.0,9.1,9.7,6.5,425.2,477.3,310.9,0.0,0.0,0.0,1.1,1.1,0.7,1.6,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,3.9,1.2,1.3,0.8,0.0,0.0,0.0,1.2,4.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.5,479.5,312.6,0.5,1.5,2,3.3333333333333335,rho,2
15.7,16.0,11.1,16.0,16.2,11.3,2.7,2.8,1.9,9.0,9.0,6.4,6.0,6.1,4.3,11.7,12.3,8.4,1.0,1.0,0.7,19.1,19.2,13.5,31.5,31.4,22.3,7.1,7.6,5.1,0.0,0.0,0.0,17.7,18.4,12.6,220.5,233.4,159.1,0.2,0.2,0.1,1.4,1.4,1.0,2.3,2.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10.6,10.5,7.5,2.3,2.5,1.6,0.0,0.0,0.0,2.8,8.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.6,239.2,163.2,1.5,1.5,2,3.3333333333333335,rho,2
13.7,13.3,9.6,17.0,16.6,12.0,4.4,4.3,3.1,11.1,10.9,7.8,10.0,9.7,7.0,34.2,33.7,24.1,1.6,1.6,1.2,14.3,14.0,10.0,19.2,18.6,13.5,4.6,4.7,3.3,0.0,0.0,0.0,11.3,11.2,8.0,43.3,41.9,30.5,0.4,0.4,0.3,1.2,1.1,0.8,3.9,4.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.2,4.5,1.5,1.5,1.1,0.0,0.0,0.0,2.7,6.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.8,66.1,47.5,2.5,1.5,2,3.3333333333333335,rho,2
29.7,29.1,20.9,33.0,32.4,23.3,7.0,6.8,4.9,23.0,23.5,16.2,15.6,15.3,11.0,92.2,92.3,65.1,2.5,2.5,1.8,47.6,49.1,33.7,39.4,42.3,28.0,3.8,4.8,2.8,0.2,0.9,0.2,10.5,13.1,7.8,32.2,59.7,27.0,0.5,0.5,0.4,0.9,1.0,0.6,6.9,8.3,5.1,0.0,0.0,0.0,0.0,0.0,0.0,12.7,13.7,9.0,1.2,1.5,0.9,0.0,0.0,0.0,1.9,4.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.8,139.6,92.0,3.5,1.5,2,3.3333333333333335,rho,2
